State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,Changed,Order Elected,Comment
TAS,6,361048,51579,1,15, A,DUDLEY,Todd,3311,3311,3311,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,16, A,LOCKWOOD,Daria,146,146,146,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,17, B,MAV,Steve,13533,13533,13533,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,18, B,BUTTON,Norelle,480,480,480,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,19, C,DAVIS,Ivan,4793,4793,4793,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,20, C,THOMAS-WURTH,Virginia,145,145,145,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,21, D,URQUHART,Anne,88914,88914,88914,1.000000000000000000000000000,Elected,True,2,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,22, D,POLLEY,Helen,4029,4029,4029,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,23, D,RAINBIRD,Kate,2106,2106,2106,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,24, D,HULME,Daniel,1175,1175,1175,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,25, D,ROBERTS,Wayne,534,534,534,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,26, D,GOURLAY,Chris,856,856,856,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,27, E,OWEN,Matt,10843,10843,10843,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,28, E,FITZGIBBON,Oliver,99,99,99,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,29, F,WILLIAMS,Ray,6598,6598,6598,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,30, F,DI FALCO,Carlo,136,136,136,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,31, F,JONES,Brenton Ronald,110,110,110,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,32, G,BROOMHALL,Ray,561,561,561,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,33, G,STRINGER,Justin,62,62,62,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,34, H,MINSHULL,Leanne,4884,4884,4884,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,35, H,POULTON,Linda,202,202,202,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,36, H,VAN RAAY,Lara,130,130,130,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,37, I,WHISH-WILSON,Peter,53741,53741,53741,1.000000000000000000000000000,Elected,True,3,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,38, I,BLEYER,Vanessa,1232,1232,1232,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,39, I,BADGER,Tabatha,926,926,926,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
TAS,6,361048,51579,1,40, J,FIELD,Topher,6809,6809,6809,1.000000000000000000000000000,,,0,"DUNIAM ,J has 46607 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.474680708043916. 98186 papers are involved from count number(s) 1."
