State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,Changed,Order Elected,Comment
TAS,6,351988,50285,1,17, A,STRINGER,Justin,3695,3695,3695,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,18, A,FRAME,Nigel,127,127,127,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,19, B,MARTIN,Steve,3981,3981,3981,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,20, B,HILDITCH,Wendy,60,60,60,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,21, C,DUDLEY,Todd William,1720,1720,1720,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,22, C,MACLAY,Christopher Brian,63,63,63,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,23, D,McKIM,Nick,43212,43212,43212,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,24, D,HUTCHINSON,Helen,665,665,665,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,25, D,MARSH,Simone,359,359,359,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,26, E,COLBECK,Richard,106577,106577,106577,1.000000000000000000000000000,Elected,True,1,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,27, E,CHANDLER,Claire,1687,1687,1687,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,28, E,DENISON,Tanya,2466,2466,2466,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
TAS,6,351988,50285,1,29, F,BEVIS,Karen Louise,4414,4414,4414,1.000000000000000000000000000,,,0,"COLBECK ,R has 56292 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.528181502575602. 106577 papers are involved from count number(s) 1."
