State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,ChangedFl,Order Elected,Comment
SA ,6,1006809,143830,1,60, R,McALARY,David,797,797,797,1,, ,0,"FARRELL, D has 211043 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.59470008. 354873 papers are involved from count number(s) 1"
SA ,6,1006809,143830,1,61, R,HILL,Mark,1,1,1,1,, ,0,"FARRELL, D has 211043 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.59470008. 354873 papers are involved from count number(s) 1"
SA ,6,1006809,143830,1,62, S,XENOPHON,Nick,148680,148680,148680,1,Elected,#,3,"FARRELL, D has 211043 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.59470008. 354873 papers are involved from count number(s) 1"
SA ,6,1006809,143830,1,63, S,BRYSON,Roger,109,109,109,1,, ,0,"FARRELL, D has 211043 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.59470008. 354873 papers are involved from count number(s) 1"
SA ,6,1006809,143830,1,64,UG,GLASS,Stewart,73,73,73,1,, ,0,"FARRELL, D has 211043 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.59470008. 354873 papers are involved from count number(s) 1"
SA ,6,1006809,143830,1,65,UG,DRUMMOND,Michelle,101,101,101,1,, ,0,"FARRELL, D has 211043 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.59470008. 354873 papers are involved from count number(s) 1"
SA ,6,1006809,143830,1,1001,  ,Exhausted,,0,0,0,1,, ,0,"FARRELL, D has 211043 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.59470008. 354873 papers are involved from count number(s) 1"
SA ,6,1006809,143830,1,1002,  ,Gain/Loss,,0,0,0,1,, ,0,"FARRELL, D has 211043 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.59470008. 354873 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,20, A,ALDRIDGE,Mark,11,6,6151,0.594700075801766,, ,0,""
SA ,6,1006809,143830,2,21, A,DWYER,David,0,0,33,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,22, B,PATERSON,Brian M,1,0,549,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,23, B,BROOK,A,0,0,28,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,24, C,COLANGELO,Bruno,1,0,1441,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,25, C,HUNT,Noelene,1,0,45,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,26, D,ARMSTRONG,Neil,8,4,5753,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,27, D,TIPPINS,Paul Anthony,0,0,22,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,28, E,HAHN,John,3,1,3955,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,29, E,BORUN,Basil C P,1,0,19,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,30, F,HANSON-YOUNG,Sarah,128,76,64715,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,31, F,MORTIER,Nikki,6,3,305,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,32, F,RIGNEY,Matt,4,2,383,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,33, G,HOWARD,Rob,2,1,3596,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,34, G,CUTHBERTSON,Mark,0,0,37,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,35, H,HARDY,Garry N J,17,10,9313,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,36, H,McCABE,David,5,2,42,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,37, I,BERNARDI,Cory,0,0,353151,0,Elected, ,2,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,38, I,BIRMINGHAM,Simon,6,3,656,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,39, I,CHAPMAN,Grant,6,3,1042,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,40, I,KOURTESIS,Maria,0,0,394,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,41, J,NEUMANN,Emma,11,6,4099,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,42, J,McINTOSH,Morag,2,1,22,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,43, K,FARRELL,Don,-354873,-211043,143830,0.594700075801766,Elected, ,1,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,44, K,WONG,Penny,354187,210635,213431,0.594700075801766,Elected,#,4,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,45, K,PERRY,Cathy,353,209,1155,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,46, L,ENDEAN,Colin Andrew,24,14,3093,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,47, L,KUBILIUS,Vidas,2,1,53,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,48, M,VINCENT,Martin,0,0,266,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,49, M,SIEBERT,Paul G,0,0,1,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,50, N,CLARK,Joel Michael,0,0,600,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,51, N,CLARKE,Courtney,0,0,10,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,52, O,CLARKE,Renfrey,3,1,749,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,53, O,LAZAROU,Liah,0,0,22,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,54, P,RUSSELL,Ruth,26,15,8773,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,55, P,BAUMANN,Max,3,1,58,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,56, P,WAY,Richard,1,0,93,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,57, Q,BATES,Tony,27,16,28908,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,58, Q,TURNBULL,Toni,2,1,162,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,59, Q,GIBSON,Colin,1,0,61,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,60, R,McALARY,David,0,0,797,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,61, R,HILL,Mark,1,0,1,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,62, S,XENOPHON,Nick,0,0,148680,0,Elected, ,3,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,63, S,BRYSON,Roger,14,8,117,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,64,UG,GLASS,Stewart,1,0,73,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,65,UG,DRUMMOND,Michelle,1,0,101,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,1001,  ,Exhausted,,14,8,8,0.594700075801766,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,2,1002,  ,Gain/Loss,,0,16,16,0,, ,0,"BERNARDI, C has 209321 surplus vote(s) to be distributed in count # 3 at a transfer value of 0.59272379. 353151 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,20, A,ALDRIDGE,Mark,6,3,6154,0.592723792372101,, ,0,""
SA ,6,1006809,143830,3,21, A,DWYER,David,1,0,33,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,22, B,PATERSON,Brian M,1,0,549,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,23, B,BROOK,A,0,0,28,0,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,24, C,COLANGELO,Bruno,2,1,1442,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,25, C,HUNT,Noelene,1,0,45,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,26, D,ARMSTRONG,Neil,6,3,5756,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,27, D,TIPPINS,Paul Anthony,0,0,22,0,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,28, E,HAHN,John,4,2,3957,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,29, E,BORUN,Basil C P,1,0,19,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,30, F,HANSON-YOUNG,Sarah,22,13,64728,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,31, F,MORTIER,Nikki,0,0,305,0,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,32, F,RIGNEY,Matt,1,0,383,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,33, G,HOWARD,Rob,14,8,3604,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,34, G,CUTHBERTSON,Mark,1,0,37,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,35, H,HARDY,Garry N J,5,2,9315,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,36, H,McCABE,David,0,0,42,0,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,37, I,BERNARDI,Cory,-353151,-209321,143830,0.592723792372101,Elected, ,2,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,38, I,BIRMINGHAM,Simon,352822,209125,209781,0.592723792372101,Elected,#,5,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,39, I,CHAPMAN,Grant,117,69,1111,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,40, I,KOURTESIS,Maria,56,33,427,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,41, J,NEUMANN,Emma,6,3,4102,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,42, J,McINTOSH,Morag,0,0,22,0,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,43, K,FARRELL,Don,0,0,143830,0,Elected, ,1,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,44, K,WONG,Penny,0,0,213431,0,Elected, ,4,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,45, K,PERRY,Cathy,4,2,1157,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,46, L,ENDEAN,Colin Andrew,12,7,3100,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
SA ,6,1006809,143830,3,47, L,KUBILIUS,Vidas,2,1,54,0.592723792372101,, ,0,"XENOPHON, N has 4850 surplus vote(s) to be distributed in count # 4 at a transfer value of 0.03262039. 148680 papers are involved from count number(s) 1"
