State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,ChangedFl,Order Elected,Comment
WA ,6,1202750,171822,1,22, A,CROOK,Tony,17211,17211,17211,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,23, A,DUNCAN,Wendy,154,154,154,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,24, B,ROBINSON,Jean,981,981,981,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,25, B,SMITH,Stuart,21,21,21,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,26, C,GOIRAN,Gerard,21068,21068,21068,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,27, C,WATT,Peter,111,111,111,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,28, D,DIXON,Geoff,928,928,928,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,29, D,WARD,Mike,18,18,18,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,30, E,BOULGER,Bob,11367,11367,11367,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,31, E,MILLER,Eric,23,23,23,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,32, F,JOHNSTON,David,554531,554531,554531,1,Elected,#,1,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,33, F,EGGLESTON,Alan,337,337,337,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,34, F,CASH,Michaelia,261,261,261,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,35, F,MISCHIN,Michael,164,164,164,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
WA ,6,1202750,171822,1,36, F,MOURITZ,Jane,242,242,242,1,, ,0,"JOHNSTON, D has 382709 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.69014897. 554531 papers are involved from count number(s) 1"
