State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,ChangedFl,Order Elected,Comment
QLD,6,2265274,323611,1,22, A,RUSHTON,Terry,5070,5070,5070,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,23, A,COLL,Eamon,82,82,82,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,24, B,WEBSTER,Geoff,4172,4172,4172,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,25, B,THOMPSON,Doug,54,54,54,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,26, C,MASON,Brett,864805,864805,864805,1,Elected,#,1,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,27, C,BRANDIS,George Henry,605,605,605,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,28, C,TROOD,Russell,379,379,379,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,29, C,BOYCE,Sue,1487,1487,1487,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,30, D,JOHNSTON,Selwyn,1330,1330,1330,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,31, D,HARVEY,Susan,78,78,78,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,32, E,HETHERINGTON,Maurice,3331,3331,3331,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,33, E,GILLHAM,Ray,28,28,28,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,34, F,McLUCAS,Jan,714605,714605,714605,1,Elected,#,2,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,35, F,LUDWIG,Joe,1024,1024,1024,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,36, F,GILBERT,Frank,1376,1376,1376,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,37, G,DUNCAN,Gail,957,957,957,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,38, G,McINTOSH,Kim,58,58,58,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,39, H,WATSON,Sam,2287,2287,2287,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,40, H,CLEVENS,Nicole,47,47,47,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,41, I,CLARK,Joseph,22228,22228,22228,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,42, I,CHAPMAN,Archie,55,55,55,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,43, J,HARRIS,Len,70931,70931,70931,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,44, J,NELSON,Ian,67,67,67,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,45, J,SAVAGE,James Walter,45,45,45,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,46, K,HANSON,Pauline,102774,102774,102774,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,47, K,SMITH,Judy,50,50,50,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,48, L,LEWIS,John,75965,75965,75965,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
QLD,6,2265274,323611,1,49, L,SKELLERN-SMITH,Tracy,341,341,341,1,, ,0,"MASON, B has 541194 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.62579888. 864805 papers are involved from count number(s) 1"
