State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,ChangedFl,Order Elected,Comment
TAS,6,317667,45382,1,10, A,ABETZ,Eric,137741,137741,137741,1,Elected,#,1,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,11, A,BARNETT,Guy,4545,4545,4545,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,12, A,PARRY,Stephen,4246,4246,4246,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,13, B,LARNER,Rob,479,479,479,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,14, B,WATTS,Adrian R,29,29,29,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,15, C,ONSMAN,Yulia,2470,2470,2470,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,16, C,CASS,Suzanne,144,144,144,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,17, D,PETRUSMA,Jacquie,7224,7224,7224,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,18, D,BERGMAN,Lance,218,218,218,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,19, D,SMITH,Lindsay,121,121,121,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,20, E,MITCHELL,David Charles,1910,1910,1910,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,21, E,FRACALOSSI,Michael,166,166,166,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,22, F,MURPHY,Shayne,6888,6888,6888,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,23, G,MARTIN,Steve,1106,1106,1106,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,24, G,NEWMAN,John,33,33,33,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
TAS,6,317667,45382,1,25, H,MILNE,Christine,41673,41673,41673,1,, ,0,"ABETZ, E has 92359 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.67052657. 137741 papers are involved from count number(s) 1"
