State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,Changed,Order Elected,Comment
TAS,6,336953,48137,130,44, I,STOREY,Thomas,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,45, J,WHISH-WILSON,Peter,1,0,41365,0.611026714288023000000000000,,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,46, J,BURNET,Helen,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,47, J,ANN,Penelope,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,48, K,OWEN,Matt,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,49, K,REEVES,John,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,50, L,ALLEN,Matthew,0,0,7027,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,51, L,BROADBY,Shane,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,52, M,SOLOMON,Neville Ward,-5,-1,0,0.611026714288023000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,53, M,WOOD,Steven Keith,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,54, N,SWAN,Robbie,1,0,7750,0.611026714288023000000000000,,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,55, N,EALES,Liam,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
TAS,6,336953,48137,130,56, O,BULLARD,David,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.546843522301508 will be distributed in count # 131 after the exclusion of 1 candidate(s). Preferences received at count(s) 77,82,91,121."
