2022 Federal Election Senate First Preferences By Polling Place for Division 247 [Event:27966 Phase:FinalResults Generated:2022-07-19T10:30:46 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Group,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
WA,247,Swan,7529,East Cannington,A,38243,0,A Above-the-line Votes,The Greens (WA),263
WA,247,Swan,7529,East Cannington,A,36622,1,"COX, Dorinda",The Greens (WA),13
WA,247,Swan,7529,East Cannington,A,36625,2,"CLARKE, River",The Greens (WA),5
WA,247,Swan,7529,East Cannington,A,36629,3,"COLLINS, Simone",The Greens (WA),3
WA,247,Swan,7529,East Cannington,A,36630,4,"CLARKE, Donald",The Greens (WA),0
WA,247,Swan,7529,East Cannington,A,36633,5,"CAHILL, Jordan",The Greens (WA),0
WA,247,Swan,7529,East Cannington,A,36636,6,"WALLACE, Alex",The Greens (WA),0
WA,247,Swan,7529,East Cannington,B,38242,0,B Above-the-line Votes,Australian Christians,44
WA,247,Swan,7529,East Cannington,B,36605,1,"CRICHTON, Mike",Australian Christians,0
WA,247,Swan,7529,East Cannington,B,36611,2,"GROENEWALD, Maryka",Australian Christians,0
WA,247,Swan,7529,East Cannington,C,38244,0,C Above-the-line Votes,United Australia Party,61
WA,247,Swan,7529,East Cannington,C,36912,1,"McDONALD, James",United Australia Party,3
WA,247,Swan,7529,East Cannington,C,36921,2,"FORSTER, Rob",United Australia Party,0
WA,247,Swan,7529,East Cannington,D,38251,0,D Above-the-line Votes,Australian Labor Party,881
WA,247,Swan,7529,East Cannington,D,37101,1,"LINES, Sue",Australian Labor Party,13
WA,247,Swan,7529,East Cannington,D,37108,2,"STERLE, Glenn",Australian Labor Party,1
WA,247,Swan,7529,East Cannington,D,37114,3,"PAYMAN, Fatima",Australian Labor Party,6
WA,247,Swan,7529,East Cannington,D,37116,4,"HELPS, Vicki",Australian Labor Party,0
WA,247,Swan,7529,East Cannington,E,38260,0,E Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,4
WA,247,Swan,7529,East Cannington,E,37738,1,"OBORN, Karen",Sustainable Australia Party - Stop Overdevelopment / Corruption,1
WA,247,Swan,7529,East Cannington,E,37740,2,"OOSTRYCK, Ryan",Sustainable Australia Party - Stop Overdevelopment / Corruption,0
WA,247,Swan,7529,East Cannington,F,38256,0,F Above-the-line Votes,Australian Democrats,4
